key_person,key_uuid,key_mlbam,key_retro,key_bbref,key_bbref_minors,key_fangraphs,key_npb,key_sr_nfl,key_sr_nba,key_sr_nhl,key_findagrave,name_last,name_first,name_given,name_suffix,name_matrilineal,name_nick,birth_year,birth_month,birth_day,death_year,death_month,death_day,pro_played_first,pro_played_last,mlb_played_first,mlb_played_last,col_played_first,col_played_last,pro_managed_first,pro_managed_last,mlb_managed_first,mlb_managed_last,col_managed_first,col_managed_last,pro_umpired_first,pro_umpired_last,mlb_umpired_first,mlb_umpired_last
9000378c,9000378c-fa3e-4d90-b53d-476e36193d8f,,,,illing000hun,,,,,,,Illing,Hunter,Hunter,,,,2000,2,22,,,,,,,,,,,,,,,,,,,
90004e3f,90004e3f-e936-47c8-aeca-45821814273c,,,,mcelro000ben,,,,,,,McElroy,Ben,Ben,,,,,,,,,,,,,,2012,2015,,,,,,,,,,
90007a42,90007a42-826a-4f10-a6ca-5ea33010f045,602922,rondj002,rondojo02,rondon002jos,14140,,,,,,Rondon,José,José Gregorio,,Hidalgo,,1994,3,3,,,,2011,2022,2016,2021,,,,,,,,,,,,
90008b2f,90008b2f-5e30-4a5e-893a-0fc9fcf1e7d1,,,,munoz-000alb,,,,,,,Munoz,Albert,Albert,,,,,,,,,,,,,,2018,2018,,,,,,,,,,
9000c327,9000c327-9dd2-4b0e-8ac5-1ed0356ba74a,121462,roseg101,rosengo01,rosen-001goo,1011209,,,,,,Rosen,Goody,Goodwin George,,,,1912,8,28,1994,4,6,1932,1947,1937,1946,,,,,,,,,,,,
9000ee0f,9000ee0f-1e4b-4157-ad75-8cef1a8324c8,,,,thornt005---,,,,,,,Thornton,,,,,,,,,,,,1923,1923,,,,,,,,,,,,,,
9000ff68,9000ff68-543e-4fe8-bbb3-835f93e56960,,,,durlin001cla,,,,,,,Durlin,Claude,Claude Arthur,,,,1886,11,16,,,,1908,1910,,,,,,,,,,,,,,
9001026d,9001026d-2c7a-48ec-9ec1-e212351f8bbf,,,,collin000car,,,,,,,Collins,Carson,Carson,,,,,,,,,,,,,,2022,2022,,,,,,,,,,
9001847b,9001847b-8b5d-4b92-9eef-100fb0de4ebf,,,,mcclos014---,,,,,,,McCloskey,,,,,,,,,,,,1890,1890,,,,,,,,,,,,,,
9001a7cb,9001a7cb-ad6e-41f4-9921-282dcbfde8aa,,,,corbin001leo,,,,,,,Corbin,Leon,Leon A.,,,,1950,,,,,,1971,1971,,,,,,,,,,,,,,
9001c358,9001c358-c427-41f3-82ca-9ee6755c8365,,,,grassi000joe,,,,,,,Grassi,Joe,Joe,,,,,,,,,,,,,,2022,2022,,,,,,,,,,
9001db0a,9001db0a-9528-4753-8bb2-ce381306bb2c,,,,gray--000kai,,,,,,,Gray,Kai,Kai,,,,,,,,,,,,,,2023,2023,,,,,,,,,,
9001e9a7,9001e9a7-71c4-4630-8120-4ee9a0305d20,,,,,,,,,,,Loomis,Savannah,Savannah,,,,,,,,,,,,,,,,,,,,,,,,,
900239b1,900239b1-614a-49a8-86d0-e3083c76ae97,,,,leeder001ric,,,,,,,Leeder,Richard,Richard,Jr.,,,1930,9,27,2016,11,12,1952,1954,,,,,,,,,,,,,,
90023bb3,90023bb3-4663-4f97-8f56-4f79212ff3ea,,,,stephe000dj-,,,,,,,Stephens,D. J.,D. J.,,,,,,,,,,,,,,2021,2022,,,,,,,,,,
90027aef,90027aef-8df6-4854-a2a1-6f6cb5dc6c93,,,,winter001tyl,,,,,,,Winterstein,Tyler,Tyler,,,,,,,,,,,,,,2016,2019,,,,,,,,,,
9002a3cf,9002a3cf-31e9-493d-9783-141ae632dc16,,,,goying001m--,,,,,,,Goyings,LaVern,M. LaVern,,,,,,,,,,1938,1939,,,,,,,,,,,,,,
9002b63a,9002b63a-d936-4580-82a5-39c0e37f2281,493511,,,gore--001tra,,,,,,,Gore,Trae,Trae,,,,1986,10,30,,,,2010,2010,,,,,,,,,,,,,,
9002c20c,9002c20c-713b-4990-a2f3-844a0be68707,,,,rivera001ren,,,,,,,Rivera,Rene,Rene,,Cruz,,1949,,,,,,1969,1969,,,,,,,,,,,,,,
9002dfb5,9002dfb5-8af3-4f50-87fb-c626d841ec7f,565188,,,thornt002dav,,,,,,,Thornton,David,David Willie,Jr.,,,1949,11,27,2018,,,1969,1969,,,,,,,,,,,,,,
9002e30d,9002e30d-446b-4137-b447-09a35470e27e,,,,hutchi000luk,,,,,,,Hutchinson,Luke,Luke,,,,,,,,,,,,,,2021,2021,,,,,,,,,,
90030741,90030741-8d77-4223-9918-6297a1371d8b,,,,debono000vin,,,,,,,DeBono,Vince,Vince,,,,,,,,,,,,,,,,,,,,,,,,,
90032acb,90032acb-0078-42f1-954c-948560d362e2,530651,,,janece001eri,,,,,,,Janecek,Eric,Eric,,,,1978,6,18,,,,2001,2001,,,,,,,,,,,,,,
90033dd3,90033dd3-a10a-4dc4-b924-9006f25b72a2,,,,rapp--001lou,,,,,,,Rapp,Louis,Louis,,,,1878,9,,,,,1900,1908,,,,,,,,,,,,,,
90038e0e,90038e0e-c6ab-42a2-b5bd-2f49fe252f52,,,,deal--002cha,,,,,,,Deal,Charles,Charles Junior,,,,1928,,,,,,1948,1953,,,,,,,,,,,,,,
9004bf17,9004bf17-298e-4676-8629-b564d6ccd7cf,,,,mcabee001rob,,,,,,,McAbee,Bob,Robert Lee,,,,1902,8,6,1979,5,6,1921,1923,,,,,,,,,,,,,,
9004c0e4,9004c0e4-9502-4f37-bb3f-46658c72f538,607980,,,schill000wes,,,,,,,Schill,Wes,Wesley Scott,,,,1989,11,22,,,,2011,2013,,,,,,,,,,,,,,
9004e61d,9004e61d-d5c8-4c24-967c-545abc3fe2cd,,,,lofort001jos,,,,,,,LoForte,Joe,Joseph Oliver,,,,1921,3,19,2008,6,9,1940,1942,,,,,,,,,,,,,,
9005025a,9005025a-3c92-48c0-997f-1c3f67bf9e08,,,,rubini000mar,,,,,,,Rubini,Mark,Mark,,,,,,,,,,,,,,,,,,,,,,,,,
90050cae,90050cae-5517-4497-b3ee-0b363cf90c25,,,,mcadam000ran,,,,,,,McAdams,Randolph,Randolph,,,,,,,,,,1902,1902,,,,,,,,,,,,,,
90051644,90051644-420a-4c85-91dc-5231c98a6ad0,,,,,,,,,,,Cabato,Kaira,Kaira,,,,,,,,,,,,,,,,,,,,,,,,,
900571c0,900571c0-222b-4ef6-82aa-12a2555d0189,543145,,,farrar001col,,,,,,,Farrar,Colton,Colton B.,,,,1989,12,29,,,,,,,,,,,,,,,,,,,
900581f4,900581f4-2492-4419-b614-5d6d8abd1b42,,,,wolfso001sta,,,,,,,Wolfson,Stanford,Stanford G.,,,,1922,,,,,,1941,1942,,,,,,,,,,,,,,
90058597,90058597-057f-41b2-90c7-84de1d0e932e,,,,hanson001elm,,,,,,,Hanson,Elmer,Elmer Augustus,,,,1895,6,5,1957,3,20,1914,1933,,,,,1921,1921,,,,,,,,
900592bf,900592bf-8b1e-45f7-9672-2b79bc3cd8a1,,,,painte001eug,,,,,,,Painter,Eugene,Eugene Neil,,,,1931,,,,,,1949,1950,,,,,,,,,,,,,,
9005d834,9005d834-7272-44f3-b9fd-5cf860176513,,,,faria-001jos,,,,,,,Faria,Joe,Joseph,,,,1918,,,,,,1941,1947,,,,,,,,,,,,,,
9005e2e8,9005e2e8-80d0-40fa-a330-42edcade9918,,,,duey--001kod,,,,,,,Duey,Kody,Kody D.,,,,1965,8,17,,,,1986,1986,,,,,,,,,,,,,,
9005e6ad,9005e6ad-115c-4cd9-9bb1-58132f94f410,,,,flint-000chr,,,,,,,Flint,Christian,Christian,,,,,,,,,,,,,,2017,2021,,,,,,,,,,
9005f13d,9005f13d-f37f-4685-aa1a-9dd68655e082,,,,,,,,,,,Caringi,Kaitlin,Kaitlin,,,,,,,,,,,,,,,,,,,,,,,,,
90060621,90060621-9c67-49d3-ace0-cdf18b13bb42,,,,gretle000mat,,,,,,,Gretler,Matthew,Matthew,,,,1999,12,28,,,,,,,,2019,2022,,,,,,,,,,
90061a59,90061a59-d806-4c98-b478-b563a057f58a,,,,goodma000dan,,,,,,,Goodman,Danny,Danny,,,,1912,5,17,1983,6,16,,,,,,,,,,,,,,,,
900625d1,900625d1-8725-4cba-99c8-acd984a3e94d,,,,alpern000zac,,,,,,,Alpern,Zach,Zach,,,,,,,,,,,,,,2016,2019,,,,,,,,,,
900669e1,900669e1-8fa0-4365-b2f3-85fd793ef5ee,,,,morris011mic,,,,,,,Morrissette,Michael,Michael,,,,,,,,,,,,,,,,,,,,,,,,,
90072a54,90072a54-ccbd-487b-b953-e93ae631c652,,,,,,,,,,,Osovski,Nicole,Nicole,,,,,,,,,,,,,,,,,,,,,,,,,
90074833,90074833-babc-49c5-868e-b87bd3ad6ca3,,,,gravel001ben,,,,,,,Gravel,Ben,Ben,,,,,,,,,,,,,,2017,2022,,,,,,,,,,
90075e63,90075e63-aafa-4f2e-b2a0-1ad9d8891a31,,,,hook--000hun,,,,,,,Hook,Hunter,Hunter,,,,,,,,,,,,,,2021,2021,,,,,,,,,,
90078695,90078695-9544-4fca-99f7-98e4965e8726,643524,schwf001,schwifr01,schwin000fra,15351,,,,,,Schwindel,Frank,Frank J.,,,,1992,6,29,,,,2013,2022,2019,2022,2011,2013,,,,,,,,,,
90079c81,90079c81-4007-4927-92d3-de3080a1745c,,,,lee---023---,,,,,,,Lee,,,,,,,,,,,,1896,1896,,,,,,,,,,,,,,
9007a121,9007a121-55f3-45af-aab6-280cacea811d,,,,mccain002---,,,,,,,McCaine,,,,,,,,,,,,1905,1905,,,,,,,,,,,,,,
9007a42f,9007a42f-d0f1-4068-b9cc-a93c698d4359,,,,bohman001---,,,,,,,Bohman,,,,,,,,,,,,1941,1941,,,,,,,,,,,,,,
9007a5b1,9007a5b1-9105-406d-a277-4e349f8aae3b,,,,lottma000jus,,,,,,,Lottman,Justin,Justin,,,,,,,,,,,,,,2020,2021,,,,,,,,,,
9007c2ae,9007c2ae-c515-447c-a4d3-a6d01f8f6d67,,,,fitzge001ker,,,,,,,Fitzgerald,Kerns,Kerns,,,,,,,,,,1920,1922,,,,,,,,,,,,,,
9007e31f,9007e31f-120e-4065-a99d-a99ff3ae4b0e,,,,matos-001car,,,,,,,Matos,Carlos,Carlos Peralta,,,,1960,,,,,,1978,1982,,,,,,,,,,,,,,
90082ac7,90082ac7-3fbd-432f-9777-2fded19e1b3f,,,,jennin001cla,,,,,,,Jennings,Claude,Claude Stuart,,,,1885,10,10,1947,3,23,1908,1911,,,,,,,,,,,,,,
90083810,90083810-03a5-48da-b743-c16d40225e5e,,,,schamb000alb,,,,,,,Schamberger,Albert,Albert,,,,,,,,,,1949,1949,,,,,,,,,,,,,,
90083a6f,90083a6f-6a9c-47bb-a4fa-3a184f11ba2a,678246,vargm001,vargami01,vargas005mig,20178,,,,,,Vargas,Miguel,Miguel Antonio,,Echarry,,1999,11,17,,,,2014,2022,2022,2022,,,,,,,,,,,,
9008f6a2,9008f6a2-f3ce-42d2-be8e-13573ffaa28a,,,,milam-001bra,,,,,,,Milam,Brandon,Brandon,,,,,,,,,,1996,1996,,,,,,,,,,,,,,
